Date,State,Category,Product,Price
2021-12-21,Andhra Pradesh,Fruits,Pineapple,49.598480545229606
2022-01-20,Andhra Pradesh,Fruits,Pineapple,31.197769637263526
2022-02-19,Andhra Pradesh,Fruits,Pineapple,40.91684297138845
2022-03-21,Andhra Pradesh,Fruits,Pineapple,45.144813878623225
2022-04-20,Andhra Pradesh,Fruits,Pineapple,32.767883693303425
2022-05-20,Andhra Pradesh,Fruits,Pineapple,42.73350496426596
2022-06-19,Andhra Pradesh,Fruits,Pineapple,38.54831674758964
2022-07-19,Andhra Pradesh,Fruits,Pineapple,32.948371365701064
2022-08-18,Andhra Pradesh,Fruits,Pineapple,47.35198153379358
2022-09-17,Andhra Pradesh,Fruits,Pineapple,41.02937432100548
2022-10-17,Andhra Pradesh,Fruits,Pineapple,34.450738763830984
2022-11-16,Andhra Pradesh,Fruits,Pineapple,43.85170064268415
2022-12-16,Andhra Pradesh,Fruits,Pineapple,41.16595195717435
2023-01-15,Andhra Pradesh,Fruits,Pineapple,45.91611770649427
2023-02-14,Andhra Pradesh,Fruits,Pineapple,31.250798364826508
2023-03-16,Andhra Pradesh,Fruits,Pineapple,46.40448632387269
2023-04-15,Andhra Pradesh,Fruits,Pineapple,41.26374324732782
2023-05-15,Andhra Pradesh,Fruits,Pineapple,33.483901974146576
2023-06-14,Andhra Pradesh,Fruits,Pineapple,48.42913506893248
2023-07-14,Andhra Pradesh,Fruits,Pineapple,43.8601779778693
2023-08-13,Andhra Pradesh,Fruits,Pineapple,38.33242052796402
2023-09-12,Andhra Pradesh,Fruits,Pineapple,32.420969588642116
2023-10-12,Andhra Pradesh,Fruits,Pineapple,37.858308751674194
2023-11-11,Andhra Pradesh,Fruits,Pineapple,46.05163540260121
2023-12-11,Andhra Pradesh,Fruits,Pineapple,48.36496025874422
2024-01-10,Andhra Pradesh,Fruits,Pineapple,45.65066741498809
2024-02-09,Andhra Pradesh,Fruits,Pineapple,34.40257014793963
2024-03-10,Andhra Pradesh,Fruits,Pineapple,46.866899749378305
2024-04-09,Andhra Pradesh,Fruits,Pineapple,37.963286647896695
2024-05-09,Andhra Pradesh,Fruits,Pineapple,33.265316529235015
2024-06-08,Andhra Pradesh,Fruits,Pineapple,39.95238869897143
2024-07-08,Andhra Pradesh,Fruits,Pineapple,30.30701276050499
2024-08-07,Andhra Pradesh,Fruits,Pineapple,46.88996669834093
2024-09-06,Andhra Pradesh,Fruits,Pineapple,40.20206064419772
2024-10-06,Andhra Pradesh,Fruits,Pineapple,45.64205999135805
2024-11-05,Andhra Pradesh,Fruits,Pineapple,47.37050356689174
2020-01-01,Andhra Pradesh,Vegetables,Tomato,42.904676463490375
2020-01-31,Andhra Pradesh,Vegetables,Tomato,55.088962988068516
2020-03-01,Andhra Pradesh,Vegetables,Tomato,45.04114416884285
2020-03-31,Andhra Pradesh,Vegetables,Tomato,58.07683628601543
2020-04-30,Andhra Pradesh,Vegetables,Tomato,57.41276770615275
2020-05-30,Andhra Pradesh,Vegetables,Tomato,47.8374572185139
2020-06-29,Andhra Pradesh,Vegetables,Tomato,54.40708014419535
2020-07-29,Andhra Pradesh,Vegetables,Tomato,63.80595098713836
2020-08-28,Andhra Pradesh,Vegetables,Tomato,50.77300826196666
2020-09-27,Andhra Pradesh,Vegetables,Tomato,55.43246140852388
2020-10-27,Andhra Pradesh,Vegetables,Tomato,40.54988314882407
2020-11-26,Andhra Pradesh,Vegetables,Tomato,52.238982274787965
2020-12-26,Andhra Pradesh,Vegetables,Tomato,50.89090345320514
2021-01-25,Andhra Pradesh,Vegetables,Tomato,51.54216251686265
2021-02-24,Andhra Pradesh,Vegetables,Tomato,62.29929701017089
2021-03-26,Andhra Pradesh,Vegetables,Tomato,40.4360278394552
2021-04-25,Andhra Pradesh,Vegetables,Tomato,40.98464136830032
2021-05-25,Andhra Pradesh,Vegetables,Tomato,47.46387586327168
2021-06-24,Andhra Pradesh,Vegetables,Tomato,41.86692428753374
2021-07-24,Andhra Pradesh,Vegetables,Tomato,53.027340846270455
2021-08-23,Andhra Pradesh,Vegetables,Tomato,61.3014947259464
2021-09-22,Andhra Pradesh,Vegetables,Tomato,50.281429094481666
2021-10-22,Andhra Pradesh,Vegetables,Tomato,50.35413013834277
2021-11-21,Andhra Pradesh,Vegetables,Tomato,67.44359948290267
2021-12-21,Andhra Pradesh,Vegetables,Tomato,63.27865425130302
2022-01-20,Andhra Pradesh,Vegetables,Tomato,53.28811430614113
2022-02-19,Andhra Pradesh,Vegetables,Tomato,45.81044399600414
2022-03-21,Andhra Pradesh,Vegetables,Tomato,49.4797625942001
2022-04-20,Andhra Pradesh,Vegetables,Tomato,65.46490094616274
2022-05-20,Andhra Pradesh,Vegetables,Tomato,64.72457823360311
2022-06-19,Andhra Pradesh,Vegetables,Tomato,69.2113777697072
2022-07-19,Andhra Pradesh,Vegetables,Tomato,58.89857884928743
2022-08-18,Andhra Pradesh,Vegetables,Tomato,51.57543965225495
2022-09-17,Andhra Pradesh,Vegetables,Tomato,54.99192936336063
2022-10-17,Andhra Pradesh,Vegetables,Tomato,49.86508075462038
2022-11-16,Andhra Pradesh,Vegetables,Tomato,42.16182577123226
2022-12-16,Andhra Pradesh,Vegetables,Tomato,59.31421142701558
2023-01-15,Andhra Pradesh,Vegetables,Tomato,42.871279088370706
2023-02-14,Andhra Pradesh,Vegetables,Tomato,43.106458952981505
2023-03-16,Andhra Pradesh,Vegetables,Tomato,42.91644526828618
2023-04-15,Andhra Pradesh,Vegetables,Tomato,50.97390228031401
2023-05-15,Andhra Pradesh,Vegetables,Tomato,64.95736978231352
2023-06-14,Andhra Pradesh,Vegetables,Tomato,47.21019117287077
2023-07-14,Andhra Pradesh,Vegetables,Tomato,67.31798667073976
2023-08-13,Andhra Pradesh,Vegetables,Tomato,63.03836097990325
2023-09-12,Andhra Pradesh,Vegetables,Tomato,52.31736939095074
2023-10-12,Andhra Pradesh,Vegetables,Tomato,53.14869745902176
2023-11-11,Andhra Pradesh,Vegetables,Tomato,47.68729757252796
2023-12-11,Andhra Pradesh,Vegetables,Tomato,68.17537195184676
2024-01-10,Andhra Pradesh,Vegetables,Tomato,48.69259199506297
2024-02-09,Andhra Pradesh,Vegetables,Tomato,57.50539315441988
2024-03-10,Andhra Pradesh,Vegetables,Tomato,59.65515286731116
2024-04-09,Andhra Pradesh,Vegetables,Tomato,60.252354179994526
2024-05-09,Andhra Pradesh,Vegetables,Tomato,60.675589863300885
2024-06-08,Andhra Pradesh,Vegetables,Tomato,52.874434232322784
2024-07-08,Andhra Pradesh,Vegetables,Tomato,49.08172765576425
2024-08-07,Andhra Pradesh,Vegetables,Tomato,47.452866154505216
2024-09-06,Andhra Pradesh,Vegetables,Tomato,63.60534860246368
2024-10-06,Andhra Pradesh,Vegetables,Tomato,49.975925100738976
2024-11-05,Andhra Pradesh,Vegetables,Tomato,59.005159184049326
2020-01-01,Andhra Pradesh,Vegetables,Potato,29.23476701556973
2020-01-31,Andhra Pradesh,Vegetables,Potato,30.707111513885383
2020-03-01,Andhra Pradesh,Vegetables,Potato,30.25401542914433
2020-03-31,Andhra Pradesh,Vegetables,Potato,25.405384956250323
2020-04-30,Andhra Pradesh,Vegetables,Potato,25.768564815791205
2020-05-30,Andhra Pradesh,Vegetables,Potato,25.763130259737856
2020-06-29,Andhra Pradesh,Vegetables,Potato,33.55859752285422
2020-07-29,Andhra Pradesh,Vegetables,Potato,32.94427918033042
2020-08-28,Andhra Pradesh,Vegetables,Potato,22.347848197462625
2020-09-27,Andhra Pradesh,Vegetables,Potato,21.523025145839178
2020-10-27,Andhra Pradesh,Vegetables,Potato,22.147444413061518
2020-11-26,Andhra Pradesh,Vegetables,Potato,25.278379478377033
2020-12-26,Andhra Pradesh,Vegetables,Potato,37.4172245832712
2021-01-25,Andhra Pradesh,Vegetables,Potato,39.09518979006425
2021-02-24,Andhra Pradesh,Vegetables,Potato,20.42210377091059
2021-03-26,Andhra Pradesh,Vegetables,Potato,37.456282749179785
2021-04-25,Andhra Pradesh,Vegetables,Potato,25.11104728643616
2021-05-25,Andhra Pradesh,Vegetables,Potato,31.24881657869583
2021-06-24,Andhra Pradesh,Vegetables,Potato,23.178499515098583
2021-07-24,Andhra Pradesh,Vegetables,Potato,36.0744164294086
2021-08-23,Andhra Pradesh,Vegetables,Potato,39.13301928832704
2021-09-22,Andhra Pradesh,Vegetables,Potato,31.417635832622935
2021-10-22,Andhra Pradesh,Vegetables,Potato,24.45842956849349
2021-11-21,Andhra Pradesh,Vegetables,Potato,35.396458478819916
2021-12-21,Andhra Pradesh,Vegetables,Potato,21.363787626133764
2022-01-20,Andhra Pradesh,Vegetables,Potato,21.052375221644514
2022-02-19,Andhra Pradesh,Vegetables,Potato,33.36998909891909
2022-03-21,Andhra Pradesh,Vegetables,Potato,36.1231158781974
2022-04-20,Andhra Pradesh,Vegetables,Potato,37.670407236694786
2022-05-20,Andhra Pradesh,Vegetables,Potato,21.75151295065696
2022-06-19,Andhra Pradesh,Vegetables,Potato,39.891766614431845
2022-07-19,Andhra Pradesh,Vegetables,Potato,33.72720911971142
2022-08-18,Andhra Pradesh,Vegetables,Potato,25.0740506475978
2022-09-17,Andhra Pradesh,Vegetables,Potato,31.521154821877886
2022-10-17,Andhra Pradesh,Vegetables,Potato,31.838067043320063
2022-11-16,Andhra Pradesh,Vegetables,Potato,21.752657457882524
2022-12-16,Andhra Pradesh,Vegetables,Potato,26.44565621140026
2023-01-15,Andhra Pradesh,Vegetables,Potato,28.702090188341025
2023-02-14,Andhra Pradesh,Vegetables,Potato,28.64627909427031
2023-03-16,Andhra Pradesh,Vegetables,Potato,20.83040321670302
2023-04-15,Andhra Pradesh,Vegetables,Potato,25.580857616017518
2023-05-15,Andhra Pradesh,Vegetables,Potato,24.698878206068752
2023-06-14,Andhra Pradesh,Vegetables,Potato,33.32482216659811
2023-07-14,Andhra Pradesh,Vegetables,Potato,38.12657006298224
2023-08-13,Andhra Pradesh,Vegetables,Potato,37.15278020192552
2023-09-12,Andhra Pradesh,Vegetables,Potato,20.16069254165458
2023-10-12,Andhra Pradesh,Vegetables,Potato,30.396945063505036
2023-11-11,Andhra Pradesh,Vegetables,Potato,26.430644732967465
2023-12-11,Andhra Pradesh,Vegetables,Potato,26.911194961061177
