Date,State,Category,Product,Price
2024-01-10,Andhra Pradesh,Fruits,Pineapple,38.53
2024-02-09,Andhra Pradesh,Fruits,Pineapple,130.81
2024-03-10,Andhra Pradesh,Fruits,Pineapple,64.67
2024-04-09,Andhra Pradesh,Fruits,Pineapple,109.99
2024-05-09,Andhra Pradesh,Fruits,Pineapple,85.59
2024-06-08,Andhra Pradesh,Fruits,Pineapple,91.08
2024-07-08,Andhra Pradesh,Fruits,Pineapple,42.11
2024-08-07,Andhra Pradesh,Fruits,Pineapple,128.65
2024-09-06,Andhra Pradesh,Fruits,Pineapple,120.05
2024-10-06,Andhra Pradesh,Fruits,Pineapple,134.4
2024-11-05,Andhra Pradesh,Fruits,Pineapple,136.45
2020-01-01,Andhra Pradesh,Vegetables,Tomato,72.54
2020-01-31,Andhra Pradesh,Vegetables,Tomato,60.04
2020-03-01,Andhra Pradesh,Vegetables,Tomato,55.3
2020-03-31,Andhra Pradesh,Vegetables,Tomato,16.71
2020-04-30,Andhra Pradesh,Vegetables,Tomato,12.27
2020-05-30,Andhra Pradesh,Vegetables,Tomato,73.95
2020-06-29,Andhra Pradesh,Vegetables,Tomato,31.98
2020-07-29,Andhra Pradesh,Vegetables,Tomato,54.56
2020-08-28,Andhra Pradesh,Vegetables,Tomato,79.56
2020-09-27,Andhra Pradesh,Vegetables,Tomato,69.58
2020-10-27,Andhra Pradesh,Vegetables,Tomato,11.67
2020-11-26,Andhra Pradesh,Vegetables,Tomato,34.79
2020-12-26,Andhra Pradesh,Vegetables,Tomato,14.51
2021-01-25,Andhra Pradesh,Vegetables,Tomato,63.81
2021-02-24,Andhra Pradesh,Vegetables,Tomato,51.92
2021-03-26,Andhra Pradesh,Vegetables,Tomato,75.96
2021-04-25,Andhra Pradesh,Vegetables,Tomato,70.57
2021-05-25,Andhra Pradesh,Vegetables,Tomato,15.98
2021-06-24,Andhra Pradesh,Vegetables,Tomato,77.69
2021-07-24,Andhra Pradesh,Vegetables,Tomato,16.17
2021-08-23,Andhra Pradesh,Vegetables,Tomato,34.23
2021-09-22,Andhra Pradesh,Vegetables,Tomato,52.61
2021-10-22,Andhra Pradesh,Vegetables,Tomato,43.29
2021-11-21,Andhra Pradesh,Vegetables,Tomato,54.71
2021-12-21,Andhra Pradesh,Vegetables,Tomato,44.35
2022-01-20,Andhra Pradesh,Vegetables,Tomato,25.55
2022-02-19,Andhra Pradesh,Vegetables,Tomato,14.3
2022-03-21,Andhra Pradesh,Vegetables,Tomato,30.08
2022-04-20,Andhra Pradesh,Vegetables,Tomato,76.87
2022-05-20,Andhra Pradesh,Vegetables,Tomato,22.64
2022-06-19,Andhra Pradesh,Vegetables,Tomato,21.03
2022-07-19,Andhra Pradesh,Vegetables,Tomato,19.06
2022-08-18,Andhra Pradesh,Vegetables,Tomato,36.26
2022-09-17,Andhra Pradesh,Vegetables,Tomato,18.96
2022-10-17,Andhra Pradesh,Vegetables,Tomato,40.39
2022-11-16,Andhra Pradesh,Vegetables,Tomato,64.14
2022-12-16,Andhra Pradesh,Vegetables,Tomato,73.89
2023-01-15,Andhra Pradesh,Vegetables,Tomato,66.45
2023-02-14,Andhra Pradesh,Vegetables,Tomato,67.73
2023-03-16,Andhra Pradesh,Vegetables,Tomato,42.25
2023-04-15,Andhra Pradesh,Vegetables,Tomato,40.17
2023-05-15,Andhra Pradesh,Vegetables,Tomato,31.77
2023-06-14,Andhra Pradesh,Vegetables,Tomato,24.14
2023-07-14,Andhra Pradesh,Vegetables,Tomato,59.54
2023-08-13,Andhra Pradesh,Vegetables,Tomato,65.88
2023-09-12,Andhra Pradesh,Vegetables,Tomato,61.22
2023-10-12,Andhra Pradesh,Vegetables,Tomato,40.3
2023-11-11,Andhra Pradesh,Vegetables,Tomato,72.95
2023-12-11,Andhra Pradesh,Vegetables,Tomato,33.57
2024-01-10,Andhra Pradesh,Vegetables,Tomato,33.1
2024-02-09,Andhra Pradesh,Vegetables,Tomato,54.03
2024-03-10,Andhra Pradesh,Vegetables,Tomato,77.71
2024-04-09,Andhra Pradesh,Vegetables,Tomato,37.26
2024-05-09,Andhra Pradesh,Vegetables,Tomato,10.08
2024-06-08,Andhra Pradesh,Vegetables,Tomato,39.34
2024-07-08,Andhra Pradesh,Vegetables,Tomato,44.39
2024-08-07,Andhra Pradesh,Vegetables,Tomato,42.87
2024-09-06,Andhra Pradesh,Vegetables,Tomato,32.64
2024-10-06,Andhra Pradesh,Vegetables,Tomato,21.82
2024-11-05,Andhra Pradesh,Vegetables,Tomato,64.01
2020-01-01,Andhra Pradesh,Vegetables,Potato,52.97
2020-01-31,Andhra Pradesh,Vegetables,Potato,54.56
2020-03-01,Andhra Pradesh,Vegetables,Potato,36.69
2020-03-31,Andhra Pradesh,Vegetables,Potato,14.33
2020-04-30,Andhra Pradesh,Vegetables,Potato,29.45
2020-05-30,Andhra Pradesh,Vegetables,Potato,71.84
2020-06-29,Andhra Pradesh,Vegetables,Potato,40.29
2020-07-29,Andhra Pradesh,Vegetables,Potato,16.96
2020-08-28,Andhra Pradesh,Vegetables,Potato,71.47
2020-09-27,Andhra Pradesh,Vegetables,Potato,17.14
2020-10-27,Andhra Pradesh,Vegetables,Potato,38.13
2020-11-26,Andhra Pradesh,Vegetables,Potato,31.07
2020-12-26,Andhra Pradesh,Vegetables,Potato,72.99
2021-01-25,Andhra Pradesh,Vegetables,Potato,36.1
2021-02-24,Andhra Pradesh,Vegetables,Potato,77.44
2021-03-26,Andhra Pradesh,Vegetables,Potato,28.91
2021-04-25,Andhra Pradesh,Vegetables,Potato,32.29
2021-05-25,Andhra Pradesh,Vegetables,Potato,70.54
2021-06-24,Andhra Pradesh,Vegetables,Potato,32.49
2021-07-24,Andhra Pradesh,Vegetables,Potato,15.44
2021-08-23,Andhra Pradesh,Vegetables,Potato,35.86
2021-09-22,Andhra Pradesh,Vegetables,Potato,51.79
2021-10-22,Andhra Pradesh,Vegetables,Potato,62.37
2021-11-21,Andhra Pradesh,Vegetables,Potato,78.56
2021-12-21,Andhra Pradesh,Vegetables,Potato,67.54
2022-01-20,Andhra Pradesh,Vegetables,Potato,13.39
2022-02-19,Andhra Pradesh,Vegetables,Potato,73.75
2022-03-21,Andhra Pradesh,Vegetables,Potato,47.75
2022-04-20,Andhra Pradesh,Vegetables,Potato,37.63
2022-05-20,Andhra Pradesh,Vegetables,Potato,48.47
2022-06-19,Andhra Pradesh,Vegetables,Potato,56.25
2022-07-19,Andhra Pradesh,Vegetables,Potato,37.4
2022-08-18,Andhra Pradesh,Vegetables,Potato,75.69
2022-09-17,Andhra Pradesh,Vegetables,Potato,69.71
2022-10-17,Andhra Pradesh,Vegetables,Potato,22.39
2022-11-16,Andhra Pradesh,Vegetables,Potato,78.78
2022-12-16,Andhra Pradesh,Vegetables,Potato,17.76
2023-01-15,Andhra Pradesh,Vegetables,Potato,13.19
2023-02-14,Andhra Pradesh,Vegetables,Potato,38.86
2023-03-16,Andhra Pradesh,Vegetables,Potato,57.67
2023-04-15,Andhra Pradesh,Vegetables,Potato,36.62
2023-05-15,Andhra Pradesh,Vegetables,Potato,33.94
2023-06-14,Andhra Pradesh,Vegetables,Potato,66.88
2023-07-14,Andhra Pradesh,Vegetables,Potato,73.47
2023-08-13,Andhra Pradesh,Vegetables,Potato,74.27
2023-09-12,Andhra Pradesh,Vegetables,Potato,68.92
2023-10-12,Andhra Pradesh,Vegetables,Potato,50.11
2023-11-11,Andhra Pradesh,Vegetables,Potato,53.84
2023-12-11,Andhra Pradesh,Vegetables,Potato,51.51
2024-01-10,Andhra Pradesh,Vegetables,Potato,68.57
2024-02-09,Andhra Pradesh,Vegetables,Potato,78.57
2024-03-10,Andhra Pradesh,Vegetables,Potato,50.66
2024-04-09,Andhra Pradesh,Vegetables,Potato,50.63
2024-05-09,Andhra Pradesh,Vegetables,Potato,37.85
2024-06-08,Andhra Pradesh,Vegetables,Potato,75.85
2024-07-08,Andhra Pradesh,Vegetables,Potato,29.15
2024-08-07,Andhra Pradesh,Vegetables,Potato,66.69
2024-09-06,Andhra Pradesh,Vegetables,Potato,45.02
2024-10-06,Andhra Pradesh,Vegetables,Potato,12.35
2024-11-05,Andhra Pradesh,Vegetables,Potato,27.74
2020-01-01,Andhra Pradesh,Vegetables,Onion,13.09
2020-01-31,Andhra Pradesh,Vegetables,Onion,35.31
2020-03-01,Andhra Pradesh,Vegetables,Onion,69.45
2020-03-31,Andhra Pradesh,Vegetables,Onion,78.15
2020-04-30,Andhra Pradesh,Vegetables,Onion,72.47
2020-05-30,Andhra Pradesh,Vegetables,Onion,10.74
2020-06-29,Andhra Pradesh,Vegetables,Onion,29.29
2020-07-29,Andhra Pradesh,Vegetables,Onion,71.35
2020-08-28,Andhra Pradesh,Vegetables,Onion,68.14
2020-09-27,Andhra Pradesh,Vegetables,Onion,54.87
2020-10-27,Andhra Pradesh,Vegetables,Onion,77.53
2020-11-26,Andhra Pradesh,Vegetables,Onion,45.06
2020-12-26,Andhra Pradesh,Vegetables,Onion,62.03
2021-01-25,Andhra Pradesh,Vegetables,Onion,14.6
2021-02-24,Andhra Pradesh,Vegetables,Onion,72.71
2021-03-26,Andhra Pradesh,Vegetables,Onion,37.47
2021-04-25,Andhra Pradesh,Vegetables,Onion,48.34
2021-05-25,Andhra Pradesh,Vegetables,Onion,46.49
2021-06-24,Andhra Pradesh,Vegetables,Onion,68.43
2021-07-24,Andhra Pradesh,Vegetables,Onion,54.39
2021-08-23,Andhra Pradesh,Vegetables,Onion,19.47
2021-09-22,Andhra Pradesh,Vegetables,Onion,64.78
2021-10-22,Andhra Pradesh,Vegetables,Onion,24.12
2021-11-21,Andhra Pradesh,Vegetables,Onion,44.27
2021-12-21,Andhra Pradesh,Vegetables,Onion,73.04
2022-01-20,Andhra Pradesh,Vegetables,Onion,77.93
2022-02-19,Andhra Pradesh,Vegetables,Onion,41.53
2022-03-21,Andhra Pradesh,Vegetables,Onion,71.84
2022-04-20,Andhra Pradesh,Vegetables,Onion,18.2
2022-05-20,Andhra Pradesh,Vegetables,Onion,20.72
2022-06-19,Andhra Pradesh,Vegetables,Onion,54.4
2022-07-19,Andhra Pradesh,Vegetables,Onion,75.94
2022-08-18,Andhra Pradesh,Vegetables,Onion,39.13
2022-09-17,Andhra Pradesh,Vegetables,Onion,66.29
